group,stor_Losses (%)_day0,stor_Losses (%)_day3,stor_Losses (%)_day6,stor_Losses (%)_day9,stor_Losses (%)_day12,stor_Losses (%)_day15,stor_Water (%)_day0,stor_Water (%)_day3,stor_Water (%)_day6,stor_Water (%)_day9,stor_Water (%)_day12,stor_Water (%)_day15,chem_Ash (%)_day0,chem_Ash (%)_day3,chem_Ash (%)_day6,chem_Ash (%)_day9,chem_Ash (%)_day12,chem_Ash (%)_day15,chem_Proteins (%)_day0,chem_Proteins (%)_day3,chem_Proteins (%)_day6,chem_Proteins (%)_day9,chem_Proteins (%)_day12,chem_Proteins (%)_day15,chem_Lipids (%)_day0,chem_Lipids (%)_day3,chem_Lipids (%)_day6,chem_Lipids (%)_day9,chem_Lipids (%)_day12,chem_Lipids (%)_day15
AG,0.009403760723462802,95.67546624656543,87.30761640786942,92.2551289173288,83.44123056391378,73.20784445385509,81.47237538366048,74.0163491653923,66.25033354796507,72.28306949619639,70.55085108923579,60.63600143834247,1.0790224167493707,0.9673446750275089,1.1097158401456684,1.1078522253343586,0.8463846884465468,0.9979835593940858,19.460137794004492,16.64234546359066,13.207854862955077,14.599428918248293,11.153911833566491,12.976754981987717,2.750060438492809,3.5093210670740027,3.1304938716512405,3.312716554607841,3.646676131728267,2.1136379240114076
AG,0.0007902095352451258,95.8111668703503,87.58637791433777,92.37373136646461,97.17077375351158,87.13072001211677,73.6260156761684,71.00463459867747,69.12304033492376,76.30172980498048,80.30081188615168,71.46647758624323,1.0703108133375518,1.078982219201971,0.8646554646424177,1.119288965655506,1.0988864716220732,0.9835491397336085,20.156312434803727,14.755782235865428,16.023299531573244,15.483257752986352,14.605752993098944,13.019253418258998,3.168900590192975,3.7072238717974306,2.982334583831358,3.3328663493782478,2.593977767096962,2.4784918760617476
AG,0.0022769660622598414,98.30779031832634,93.8940628321693,90.17409110382847,90.99699875652253,97.0398801381149,76.04070830111847,78.24309914166994,73.10430579524866,71.61517146971268,73.94480162573458,76.89596190446242,1.0796139620535319,1.0826406422220956,1.0469103948775322,1.1322290604548686,1.0653319484042105,0.9967900008894931,20.543678299269125,15.982288009720662,14.267725154940536,16.131802213054804,12.338943802456479,13.015800661037105,2.32473109163666,2.715895571439176,2.9339432965384957,2.835798100257184,2.9730003928010884,2.5848580338292133
AG,0.015216036978921604,97.07005266328483,94.47614965036976,90.02407137890732,89.6506615408229,82.28956147232957,78.99078877993976,74.82287929667321,74.42739719490294,71.11742045697926,72.25251795634047,68.35719408744337,1.0654667133094575,1.0890265099378684,1.035281248346348,1.0562476478838099,1.0866318936530293,1.003184472977743,16.337520629430884,16.601122491463695,15.89521170826147,9.120989075266735,12.836473131642846,13.57449484718602,3.0482719167119727,3.614033654551753,2.46195606629362,3.3124535448993835,2.850637423552601,2.622867862707348
AG,0.019216090892306293,97.2259164305171,98.75147392413862,99.20142268328426,93.33272172329474,87.41687484226942,83.92424425059953,75.11978655876854,85.6318211237903,80.793905736789,72.90876294759025,68.88830986136159,1.066807978836044,1.0570725250972477,1.0287421466248665,1.0606407304252088,1.255696980861162,0.991561144682222,14.165151526916222,16.18794569440708,16.149182173403283,14.123822578894723,12.395359147215709,12.16227577385534,3.8627682614862175,3.487562067243992,3.0095629502610795,2.3765876228105367,1.8600445496645706,2.2951901971315127
AG,0.01452463577175909,95.5307382149261,94.74454101864656,86.21367344563318,83.04485679996097,96.31200599823164,78.58948927642084,74.99049332611008,77.31968945327597,72.16269218414989,63.33679613670601,75.8130088014848,1.0697672077384932,1.004878528775123,0.952951465172903,1.3873887660736823,1.0373433224898392,0.9869010299902368,21.08511053250838,16.86329001619131,15.734418014408952,14.81800355671307,13.759552250452396,13.548617438772288,4.18004485394544,3.7470550462660888,2.5415868504894945,3.595006164363215,2.639167121996739,2.655830049225881
AG,0.01221523011064939,98.43340587993156,94.48498162215483,90.2284594843882,90.41347205924019,69.32693559462426,77.84601578865262,77.44004789484607,74.45506825643821,75.67057128828223,71.08631935147596,60.24625518790239,1.0640692727466299,1.053997256216167,1.026348354847216,1.1590611668079138,0.8359600084977266,0.9903988634416303,17.495162165221053,17.10944419888695,14.18737819313664,12.886083573519453,11.9153113909245,13.239333294499831,2.951629418079739,3.17025204993234,3.395522053932336,3.788767789979863,2.769400150192174,2.7603563145908345
AG,0.010697950775211915,96.25386162307167,96.38336445898567,79.4452017935506,89.48521075494133,92.6469021272991,79.80269092970596,74.70105056342425,80.32819082970124,64.7082668773092,75.15553833518557,70.85909933796884,1.0731952184175662,1.0843880117554479,1.2563545566011944,1.1401767936702203,0.8663772953247173,1.0009363263945388,16.902431044886082,19.89915845078545,20.46317003081522,16.394025346552418,10.895656346273356,12.697912233751763,3.3781292057238477,3.644826355252056,2.2807826083094023,2.465070551144722,3.188839905035171,2.2978764107972927
AG,0.003909503715502801,95.45270927832613,98.8404587137663,83.17446313663521,96.3041104249869,89.03604535384648,74.89503487763623,75.20236158196302,84.15567248133847,66.20188366279265,78.93745238036992,69.53591092941306,1.0503868783433994,1.0979451689408903,1.2327784605731718,1.3374467960954877,0.9159789890298123,1.0020297580881652,17.974374109178783,16.914042332332784,13.96353839659618,10.072351813031256,13.258248043785695,13.97499211298039,3.5638467416961377,3.6406879692981913,2.4757097455516153,2.4835868180414735,1.8127322854357009,2.0188745114528275
AG,0.025923180844766282,97.75754991259006,89.8936181990109,85.74633461737452,89.66408328312191,80.96195272923457,84.95144875191538,75.14530749021372,69.52346592248696,75.41487100030858,71.25182462503741,64.05907659293347,1.069116235165764,0.9592051918990022,1.1314122553183874,1.0039332254579416,0.7854875028498916,0.9832981544917406,19.919037937590808,13.613880258820789,16.375103074441068,11.425607583773678,13.562080073103832,14.538267637021535,3.1507433578574755,3.8396661391881795,3.340227410370063,3.132225102867446,2.177552485303011,2.4273760590578437
AG,0.010770625152515423,97.67881517541879,87.3095822467077,88.29801431728171,99.60605594006469,84.99861085620776,79.08077948717379,75.69871417191865,67.5436424050395,74.918346999088,85.72110997772484,73.04349922844948,1.058881697172164,1.0762974596860846,0.9106794744871589,1.1835987593996677,1.1874847252767529,0.9973662305723159,18.883661378851755,17.362623642049517,13.6547284598011,12.950907662798421,15.479836381613012,12.759003156962697,3.184081460711954,3.004134212517605,2.9252758885944363,3.130737640208893,3.0073353174514943,3.020583753046375
AG,0.0013930826908406955,96.66496972352203,95.21577811178301,91.52510877777316,84.89435175055556,85.41562573563255,75.04190857549852,77.20531816118077,80.01144391540072,67.35500829793294,66.85418137987887,71.5644211451058,1.0600225406332162,1.0106345135438235,0.8874722733865299,0.8480909595174617,0.657961103212251,0.9875453041876494,22.766209650861548,17.20055295137746,13.15488575306606,14.31981691338842,13.554114944470337,14.014328110575164,2.390507911894919,3.213321617663409,3.4407991284646235,2.947683059464251,2.740169107119476,2.0749038681036134
AG,0.0069025251523693685,97.24152025237233,97.24217339394218,89.18879122960688,93.2624703190013,96.35452746180977,79.14370538829435,75.6314432695358,76.1367788138738,71.37206857985954,74.31083516206265,74.12475055677902,1.072557750442381,0.9912359881313716,1.2816326522895933,1.0979639274479427,1.1402587002623532,1.006574434357068,19.806514392024063,16.34337022440221,16.043768662907674,11.932231512816642,13.987287193706914,11.679166737405344,4.1701670772630015,3.3621498254999995,2.8682600309170296,3.213899234783029,1.9986127649902161,2.3860580750945206
AG,0.02742671116157049,98.38090703131668,95.8354289672196,99.36678248673785,76.76840836554906,83.13357836056052,82.65358249619628,79.69786019225238,81.33594877601583,80.5003578437935,63.044361442159946,71.69440582023398,1.05539640349993,1.1280315743737925,1.1855314585718217,1.0447510640569155,1.2225641836795569,0.9877447860768018,14.342826301835998,19.2111386831279,14.30944922248362,14.467477569597287,16.070954734177512,11.966384248235347,3.5477385407152138,3.875930703291472,3.696842344202504,2.7290272622321567,1.7751459575303317,2.2217063960407826
AG,0.018605457148490285,95.65202563074337,87.39513821712487,90.10237658366445,88.99096968842598,92.68499385771572,81.2996787781356,76.0744457532065,73.04858409179646,72.76959191209374,73.9094118331964,72.00783377440439,1.0629352107028445,1.0748075942685993,1.0041222587013345,1.1858985816388634,0.6877910429328158,0.9772359626751681,18.962327416943165,16.698671635328655,13.06444205304301,15.957256737269239,11.945508739617779,10.571800466775196,3.6734900930036547,2.570392590707122,3.4176274795554096,2.0674366971090494,2.7767704357625407,2.479656681810663
AG,0.013712759525753624,95.630122089387,98.3514007567482,93.45118214959993,81.74031910133655,84.80323625247333,79.08893733802134,74.45034651253184,83.45303709995146,73.45296135304218,67.36911378831158,72.4183174208963,1.0578156828271494,1.119130690435594,1.0883801052288535,1.0397120180095856,1.092526949783686,1.005885406914666,19.74618026155045,19.42481091757581,16.870403523831342,13.48671646865615,13.312945465056284,14.078340014812175,2.8033598421880384,2.933286228941102,2.86176086903363,2.6292712355368737,3.0902529003581236,1.8220857660591614
AG,0.00031445085450259615,95.81770410940912,92.98324554221556,96.71119564222626,81.9941787206997,83.98292046809948,78.40435856155766,75.82880737195408,76.611305877384,71.57108801537932,60.60176535149277,61.33135736695514,1.0617133086962034,1.055057764607508,1.0292821979255395,0.9044075648931277,1.1291619799229604,1.0079589439155123,18.253496901073007,15.177476082686514,12.328450422158445,14.82670289084869,13.986109657387995,13.233646388974773,3.487214061883292,3.8861335196183306,3.1953426248204084,2.8935319214311805,2.7778915044817936,2.1380877228112363
AG,0.01224365891801015,93.95945528382491,94.46003299246571,91.09349482458757,93.31335369848819,89.11977749694141,79.01676995901373,77.21507251092261,71.89308622222124,73.2749394429129,75.66406056826631,74.9977412009941,1.0562707901046648,1.0524277327664913,1.0057316759567019,0.7630114807791231,1.1812916051715234,0.9764082806119875,16.264524928135536,17.725629326854722,16.83133674016435,12.715060626440618,12.777303543873801,11.673656692886613,3.411954462725714,3.4403701088778185,3.054389714589978,3.0543945782189756,1.5267109164679902,2.13446752428577
AG,0.0019666869343944174,98.7270090929069,95.13374444177255,99.63249243755935,88.00122584877636,74.17868134895242,77.82503746676278,76.05129865294398,79.69490053949177,87.6769440995432,69.7890271748789,57.79245410354521,1.083797725743081,1.0787845608206619,1.0621037103883497,0.7102969244350048,0.9328807994146193,0.9985822441651253,20.519436340511984,18.9790978159006,14.807482235090303,11.783397695332383,13.752105264666659,10.739619922850887,2.6492640871777313,3.6073167332109,3.2285440393159717,2.8709240223443246,2.8114870993646983,2.621849470801469
AG,0.014815928176589353,95.54819248763818,96.50896339312669,88.26362444419819,85.87080751780762,84.56932473771177,81.28730277144146,76.4958466244575,86.59409074065566,68.9657914720617,65.7848100724425,69.22793682438304,1.0646125009787546,1.1160575880176165,1.1417889279225946,1.349564632480273,0.8781167849865511,1.0090378478211561,19.65729694851409,14.491080056316235,12.467725463909783,13.422515667588982,8.545385351255689,14.664896451559624,2.6889418642150944,2.814179882413749,3.2414895131884194,3.5168673569493754,3.2651673135139623,2.1249032553927423
AG,0.005045483225568393,96.46186329366846,92.33743913238847,79.88559736044755,87.92164624929183,80.43878222536131,78.06558701590764,73.00381293399268,75.80033196350426,71.91429124595679,73.91750182688102,68.24023889678007,1.069599230445135,1.0708231757351354,1.130004311849122,0.9960410243119389,1.087747563901582,1.002663429956779,18.17663505882099,16.70335055869731,14.8988005254211,12.466983242552976,14.209772677328381,11.431258719362209,3.2374858648384714,3.5182089610471396,2.9699461269192677,2.888252857974628,2.5051265403805965,2.289826810954585
AG,0.007846650547200263,97.43958660138769,98.21534195461814,89.22030325107684,87.66717781581515,76.5036617244535,79.32644085674566,76.21109286849585,82.473639709406,67.17066557888118,77.48511394127969,62.8929691215082,1.052161914724338,1.074414083580937,1.0440894801794998,1.420542447990087,0.975562868081866,1.0115938286727566,13.532625191473912,18.015345880282233,15.13234390513138,12.014447573995987,10.652749251522609,12.775726160516715,4.392161023326142,2.9485056833158305,3.210036438445362,3.6172092104120237,3.1392684843121414,2.636291548645089
AG,0.010824480346482986,98.05031349815033,93.29608815759185,96.94382965845186,88.20722418913965,81.09922205794382,81.02030330675814,75.46090896592179,80.15181047714694,78.93669730069998,74.33842323351061,64.35513637818752,1.0842865262319261,1.0542451376878432,1.1681084986970256,1.0090479585068823,1.1164065213229906,0.9929935010821995,19.50224263653613,17.017711275423423,15.29696668644028,13.009495476781568,16.05081696904202,13.021227160266735,3.8348640563774197,2.562012862876528,2.7874290682587284,3.3455384012709954,2.5756864013697354,2.51343887039566
AG,0.011728653443868056,97.62434140182806,98.71978652294166,76.97531448017848,96.09049066627523,96.18351792155065,80.68351868923052,77.06466347446278,78.01492494008447,57.862886977451616,76.93886857694062,81.93004341717118,1.0673271215224764,1.12725201139723,1.116600536073521,1.2798564492764397,0.8970375256573487,0.9993867736814747,14.486067919239542,16.60336162786475,12.421880921542636,13.073958005774642,16.512115892547214,13.668462588797974,3.1101835278837755,2.966889505716938,2.802581812338391,3.128589297620965,2.5863794323086005,2.1515905570934026
AG,0.00744840960858996,98.61466153706866,89.79494610294306,87.54704417590797,92.62481881972137,86.0609854164532,77.44137143403032,76.4591341913034,74.73572840196397,71.39282595156094,78.11521696863329,72.193160561298,1.0636391338462823,1.0149247327122672,0.8928308197191901,0.8005871568896994,1.0795822988065724,1.0037364541359766,19.15659578259867,16.280210523572602,12.668439835583117,13.59965844149307,10.787987649048993,14.952760758573065,3.6745930928800146,3.267333336820679,3.065109573961134,2.879223203336185,2.237836474153743,2.852437263336472
AG,0.004866919952060874,95.73778887811616,88.2055950946087,88.34160649554268,94.95976661965527,92.83695264279048,76.80358865882629,74.71011491566686,74.43493782016509,76.14817402850869,81.57216463954592,74.96576198484046,1.0872840447380723,1.1272551999514024,1.2711642583418954,1.268365317208061,0.7803037811643864,0.9955216256091124,16.498038016368017,15.97398429666985,17.124308784457963,15.852079518742832,14.686740734689309,14.863236487405219,2.8239312930744225,3.4758471308061045,2.624441521920705,2.688557306028637,1.8589045319938384,2.3217886170615896
AG,0.007917507546465917,96.13701359082927,90.7917941740664,92.51400365256823,85.02707321564094,82.40982465455582,80.04931229967545,74.72798679727912,72.06524135120691,78.62632243512343,72.07438963116152,68.27360281171411,1.0769424554677551,1.0602943279750616,1.0727655396525366,0.6853289574085191,1.109465713263597,0.9910715702718371,20.11529324518606,19.84266743709872,12.143579619809334,14.842808559276772,14.066039069223809,13.784358207250902,2.883668683955457,3.1841899996182654,2.7789464414717227,1.6494198518635497,2.7225651633166272,2.622993981572737
AG,0.01758919420640502,94.93897590179682,89.80546270339727,91.40685801360885,85.8139217991214,87.87984516036535,79.82110329052998,75.31774165971274,73.50665055710964,75.39593331101932,68.48315424115597,73.68474834086949,1.0725021403948143,1.1169371682335618,0.9640610856487248,0.9097253823194948,1.0589539942869863,1.0086828581798084,16.818787612917692,15.571779376477858,13.327360887543515,15.332134279738673,11.360544561062397,15.148980696214918,3.5375116636632162,3.7892662093559535,2.729967069222944,2.8759344486867953,3.104616750145241,2.225471608165356
AG,0.01110140470706646,96.92461675825702,84.2151196800242,96.61781381127396,89.36482132600509,91.76734887631021,80.11121704866844,75.74787688242704,66.04799711477527,81.86927855275978,79.87238300371936,77.10660197371527,1.0859754150570877,1.167552647213852,1.2521853290748381,0.9154076475922626,1.2728261269281842,0.989979862880923,17.89723539844552,18.40244317103808,16.729824316388623,15.697608716394342,12.823588320747058,13.022712044798443,3.694108224433856,3.701655466350174,2.994957077780199,2.3715910493618484,1.558967723041319,2.662817081894174
AG,0.0043819090148467,95.40553802062057,84.64840678937455,98.93320075618053,91.01631532803556,78.43226009655464,76.03344223163478,73.15849253081271,70.43117978701575,83.49550150736395,76.67870860068716,63.31353952098783,1.0698215042008745,1.017180658523249,1.0725483101861575,1.4590970048802314,0.7510177153374478,0.9888143130622717,16.384455663138485,16.617540340807967,15.726845290605784,14.790979319127798,13.514684274514131,11.183875720628077,3.878886794981809,3.2859584424361445,2.5409593702084043,2.2144833789155216,2.403868976354434,2.2551489571860377
AG,0.013266546807929519,97.3161516954014,94.20430293882785,84.68216560845312,84.42946149263528,87.82731622163494,80.95594342094519,79.62721707547088,76.35454096499514,71.336859770513,76.46256627082124,71.95330073191053,1.0689930138939994,1.0923227818279986,0.9981919383290532,1.2102281751304274,0.7967637871635346,0.9963649782908292,15.046741424362235,17.617649259580343,15.468113311940238,11.160826905981542,14.061350769835864,11.215688893245272,4.337975730117255,3.3224690044051566,2.2669382408730554,3.103469328977379,2.099358931905453,2.520277981575888
AG,0.0058049839934843145,97.91046523445952,91.64627943946665,81.3318051230107,79.43572450154556,81.15725003545427,79.35525311745802,77.38622420073088,77.11263495606644,68.15483889418154,71.60739447843032,64.07963021954761,1.0824340340271936,1.0412082935890534,1.1458752286109444,0.9287338054053059,0.998628935809362,1.0042167343895012,21.24970439123008,18.44109697636411,17.33746615506736,12.363808150790607,12.9868814524659,10.052167733311732,3.7225954608791563,2.3880842662844946,2.7162490291579786,1.9401814890467444,2.657971838823663,2.832926133267579
AG,0.00764102745603824,95.61257460940473,85.54422914611126,91.2686057903076,84.76288628691033,83.1704805548676,77.20980994373124,73.04069565767539,70.00132864085596,72.50295723291595,70.779096619557,67.17902469886545,1.0638857751482114,1.169007427090833,0.9616174255196231,1.4003733951143444,0.8298080364591447,1.003396806997435,16.37571756922079,17.50728296978355,11.739957980615667,14.762596006003577,11.80090656731913,14.16135311036772,2.600345681121587,3.4638474378590964,3.5212955200085645,3.1782011302075297,2.843915241834436,2.1564178598359702
AG,0.009648958782017544,99.24037929659369,88.60471799040653,83.33326963348834,87.87451059503495,85.89406359044077,78.64988108610204,82.12405439039962,74.88666416535605,74.75210655271607,76.3395280571575,75.721653582892,1.0713860156740767,1.0012414960684612,0.9434289287880222,1.0120096867580015,1.1581690953241632,1.001987513541288,12.588421415192254,18.440882658913498,15.167874416745141,15.112061795275665,10.180559040454222,12.477604407981044,4.53103863712258,4.02096385544707,3.091774745963072,4.129170609457793,2.5795353640164937,2.493909496502053
AG,0.0003297848151324353,94.91761938176177,83.41984999293683,87.99697435856852,91.89263979037068,87.99837640189706,72.43553595806863,77.56932941228234,70.32142939233252,64.39624212306123,76.04557643228512,73.65440367907509,1.0711756076257284,1.047933458314157,1.022798275839033,0.8283070616807572,0.9746104370964568,0.9903864962574225,17.125009857951703,17.353969223216072,17.537922652969456,14.391732109185202,14.7998247306438,10.821068613629544,3.483498656284872,4.15065698196277,3.0518255943650843,3.3679495796777976,2.1249991155853287,2.2175296171716465
AG,0.019308307836926022,98.98822989334562,88.97240940177038,88.04252490732928,83.41482003021298,84.72433901064015,79.48644347598426,76.3210918507755,68.08959621258471,75.79132532478155,70.26755804960769,74.03107167037943,1.0697552789841187,1.081682048629912,1.132004115070979,1.2330489289162976,1.1705122729846114,0.9988645629237569,19.149085410151987,16.804895852246673,13.233246484150694,13.750834833726405,12.918917568746988,12.147477698555218,3.1887037088059516,3.6729763902237775,2.6271069789055104,2.0444288231484267,3.6464551008489847,2.896303923378528
AG,0.018318470007256154,96.10488418796604,91.57265167849405,82.44005395508302,88.32899640065774,82.97189426061298,81.77358473996011,76.39163128743837,78.80894431129231,78.10028394479978,71.16682043969683,65.05174826760842,1.069265591985396,1.0632082988669371,1.2305610934746805,0.9729751533483113,0.8903717351766232,1.0147650442923086,15.678859647413166,18.861726779968425,13.84926154238376,15.290075629421045,11.5412730160707,12.689601612730081,4.06994296370041,2.9789731194148508,2.834414629036772,4.00224874710642,3.021813465391455,2.785396038502934
AG,0.006324011969628379,93.20781237773915,79.04503336162551,86.80305725458139,85.71885898289894,94.98623158171564,77.03660116963397,73.80796793954063,68.76816628214836,69.4151337594624,67.72914710768241,74.199490228326,1.0485524906077204,1.0213527901536488,1.1066007559023892,1.352969946135532,1.1913515613066332,1.0079022357477418,16.22628565173732,16.320888012417203,16.354126952063723,15.572659250438381,14.187910852112768,14.554883478802447,3.575311437393338,2.4464608702345676,2.6265932485283585,2.331408573009784,2.7923376709371577,2.8806670649768393
AG,0.0024095943278745653,98.73017496262096,98.58255813766456,86.95171361335483,98.89274607664227,88.51533048720626,74.28805622261257,79.0008934309886,79.06911134564756,71.81126595543995,84.64792338022752,67.06274174258677,1.091877450993423,1.0698600513619523,1.1477709504093925,1.1630708282625783,0.8389060834418889,1.000443335282282,12.570009719039223,12.873507644787315,12.931170547086554,15.97496768692183,14.741373662207344,10.69128872905324,4.159942415654924,3.998857934921645,3.166992897979056,2.2693979481095394,3.0602526730347748,2.616844894401894
AG,0.025194669167245536,96.03683892078189,94.48211637815089,87.27914875960255,96.46298449653001,71.7302162303004,82.38092917463732,73.71460571306397,77.48253557792141,65.9381552509069,78.80860123611215,65.72145408673707,1.0577742040656624,0.9928915455520007,1.006214212804747,1.0832569347607037,0.9406901647007337,0.9932700632243219,18.09854121568768,17.90112315345552,12.435116193210854,13.892773523987486,12.980909760273642,13.592203197642162,3.26886984429686,3.577476057509228,3.368493039427578,3.201211616234478,2.5918983069973285,2.2630666898039684
AG,0.006291227272785448,94.43516446613721,93.38939395079217,88.17878552889808,83.47882985818569,80.87335688452548,79.31896805626103,72.76226121694319,72.2460554927642,71.72622375816054,72.67402079297882,69.25751571701231,1.0689222413298591,0.9657170624751155,1.022717104866749,0.9948048456043292,0.9317773550180861,1.0120952273387696,22.290004193362407,15.2904690696683,19.159168926198124,13.608465666349945,12.770875278128859,13.18757622718895,3.739332359684593,3.8731000292913897,1.8652794065729628,2.8246838380578003,2.2383487809869846,2.6452396223533667
AG,0.020293904565426076,96.72051670990857,85.796830013119,87.55407030530598,92.644786735182,84.8181566855659,83.64038627664202,78.20713383371576,70.16924715425117,74.44168343627877,75.43924275261709,70.87842597580769,1.0627285850329604,1.016254580494535,0.8618508799178933,1.0892328386249115,1.2013709986339054,1.0061027203472634,22.228610593786296,16.965276370384686,17.304893810532295,12.78922914150429,12.03195466306949,10.669391452231167,4.409991700320255,3.4469289765938464,3.0561320724133245,3.216104994152281,1.8704952744361263,2.981659562589314
