group,bio_Bodymass(g),idx_Profileindex,idx_Fultoncoefficient,idx_Qualityindex,idx_Thicknessindex,idx_Fleshyindex,cut_Livemass(g),cut_Carcassmass(g),cut_Carcassyield(%),cut_Torsomass(g),cut_Torsoyield(%),cut_Filletmass(g),cut_Filletyield(%),fa_C14:0,fa_C16:0,fa_C16:1,fa_C18:0,fa_C18:1n-9,fa_C18:2n-6,fa_C18:3n-3,fa_C20:0,fa_C20:1n-9,fa_C20:2n-6,fa_C20:4n-6,fa_C20:3n-3,fa_C20:5n-3,fa_C22:0,fa_C22:5n-6,fa_C22:5n-3,fa_C22:6n-3,fa_ΣSFA,fa_ΣMUFA,fa_ΣPUFA,fa_n-3,fa_n-6,fa_n-3/n-6,fa_n-6/n-3,fa_PUFA/SFA,fa_USFA/SFA,fa_AI,fa_TI,fa_C14:1
AG,1901.1588957330905,5.732419799566131,0.8386685496543385,1.7942414137372134,60.59295542895166,19.25786860768309,1396.3539012797767,1321.0854599064933,94.60964435274619,844.7196319392324,60.49466622788362,622.6026035375554,44.587736888687886,3.051017338999664,11.748670415642815,3.79341923117947,2.9660617092834354,21.19922996931567,7.991813367395451,1.7287536510816188,0.2015334276356588,5.750018373238673,0.4427672476899726,0.2628091139828635,5.267433835167387,3.6057691719774834,0.497836411068825,0.17117466162080247,2.111856372983684,6.719604810452287,18.4651193026304,30.74266757373381,28.301982232351552,19.43341784166246,8.86856439068909,2.1912698589712196,0.4563563889248632,1.5327267464943954,3.1976316447451447,0.4056716374863284,0.2212500918981778,
AG,1682.0469551319172,5.3370523831983885,0.9904331752412744,1.9169017603410956,69.23532944212141,20.645936395913047,1703.4019064832341,1575.8791309149856,92.51364137360125,1043.0878165168742,61.23556704655719,723.3964652721713,42.46775012514003,2.8497938287501845,11.346381768124232,4.058307958809731,2.731057661686918,21.700843925896933,8.68721855910567,1.6562272281682604,0.18447126181108703,5.749966139908433,0.43766340998397973,0.2734838713227673,5.45597757728577,3.497052437152431,0.5022044676648271,0.1704587888143572,2.0854639587367116,7.18020113844714,17.61390898803725,31.5091180246151,29.443746969017088,19.874922339790317,9.568824629226775,2.0770494924825833,0.4814521770517634,1.6716191158370497,3.4604961928115583,0.3731663324685595,0.20582528090253246,
AG,1814.766638083686,5.5379470325153415,0.8480629482503319,1.8394175450356582,66.46072233510768,18.991649092957875,2066.0298150564713,1902.3320137614185,92.07669704947708,1283.3030399912698,62.11444920296045,885.0392591056138,42.837680882229805,3.0550198353937987,11.914375039902547,3.6845460926820515,3.1730548226618316,20.379955946298548,7.234708871741607,1.6873944544018042,0.18722601921798196,5.7500175220349625,0.44772707361984504,0.22209802716779292,5.5338847077183075,3.6434179230597823,0.5026658153760836,0.17198780379492917,2.0459425557779922,6.870960479230294,18.832341532552242,29.814519561015562,27.858121896512355,19.78160012018818,8.076521776324174,2.449272182757771,0.4082845536889431,1.479270214399988,3.062425421599279,0.418473192341141,0.22470325866422,
AG,1742.2916955587464,5.126251757568948,1.0201827662904381,1.904463918264846,65.12138427875568,18.964364859815248,1726.6490841083482,1610.4880858568422,93.27246055260312,1052.6102042083705,60.962601717762745,779.6484769625447,45.15384649598096,3.134109303632454,11.737090492187154,3.6959460334772203,2.8719027805153887,19.038581357194776,8.35772902366805,1.7109356797222763,0.1731805920172446,5.75003657851867,0.4469391734727973,0.2479961401277085,5.218788241719305,3.5400908935010666,0.5083784525439724,0.16755287414530287,2.094626609681137,7.456824993137612,18.424661620896213,28.484563969190667,29.241483629175253,20.021266417761396,9.220217211413859,2.171452793213672,0.46052117878189563,1.587083889563063,3.1330859033468648,0.42049523077696543,0.21881389074051852,
AG,1861.2626894590605,5.198532875641651,0.8717005395642518,1.852416999893541,66.62646219272565,17.99244690934739,2004.738564545844,1736.1221977374605,86.60092784371432,1137.5845070862788,56.74478095072655,906.1605620899013,45.200934332062594,3.2081092614294002,11.900531796041392,3.8352037192446775,2.839984292884471,19.96855203144911,9.016642470893895,1.8027596542417048,0.1768154719002881,5.749925733682428,0.4199540204752902,0.28086012342603606,6.084542953783772,3.6782431299546507,0.4990412197286082,0.17086458380416364,2.1301869745424864,6.859876827957326,18.624482041984155,29.553681484376217,30.443930739079324,20.55560954047994,9.888321198599385,2.078776480621554,0.4810522003313218,1.6346189209692505,3.2214378949280946,0.4122325526829859,0.21503959625451438,
AG,1619.7667587957515,5.225353537851373,0.9718065985684756,1.9282175160666506,59.061831244024454,19.362039010293678,1568.7545147298572,1470.4889889170697,93.73608012661504,933.3446634699728,59.4959029412385,700.9562890310815,44.68234401555094,2.81092213801063,11.585546866158394,3.805788213458787,2.9200959224652867,21.398987189202288,7.778916374254303,1.7472484035186104,0.20777424529145988,5.750024713902563,0.40931415488829204,0.25639707532589917,4.765551220185966,3.5206968244040677,0.5100317502156827,0.16691620383838646,2.041759208180474,6.936515463733324,18.034370922141452,30.954800116563636,27.62331492832932,19.01177112002244,8.611543808306882,2.2077076472261887,0.452958525217966,1.531703825300342,3.248137420361831,0.3897229434696747,0.21912437226056777,
AG,1819.5300412706836,5.228277621150264,0.9242484177269675,1.8598378525272798,65.78564248088666,18.914453072882065,1778.135981870707,1561.6894016978736,87.82733253363905,1052.3723968720305,59.1840223470913,813.1563170719478,45.73082853969684,2.6854835827093284,11.353912719961535,3.6747658773953065,2.5405027311947133,20.91209823862832,7.775905514007588,1.7338871810470604,0.17892303899583759,5.7499452840790966,0.439937609629145,0.2458666367687834,5.221534251564367,3.5830905825556547,0.49022130449734236,0.16997480756420094,2.039753117320653,6.830284616997008,17.249043377358756,30.336809400102723,28.040234317454463,19.408549749484745,8.631684567969717,2.2485239812290643,0.4447361950987023,1.6256109805057548,3.3843641319949023,0.37850232974633163,0.2073565109159166,
AG,2030.8373627813264,5.083147925512136,1.0534863838852735,1.9537286016595916,66.729990937604,19.00259605206727,2067.3459446649404,1832.878620406291,88.65853463646356,1257.4667201154193,60.82517168258551,922.6212164052994,44.62829352708218,3.1510436657781487,12.018709173131986,3.587488637865443,3.2922634416076897,19.31855668341041,7.193821892866476,1.6938614321822236,0.19083658741596737,5.7499230510570385,0.4505696135135814,0.2324208519032999,5.392948842353032,3.8741337837892282,0.46711536693493133,0.17206243919207478,2.0871165968750516,7.5555600405526295,19.119968234868722,28.655968372332893,28.6524954932276,20.603620695752163,8.048874797475431,2.5598137894025372,0.3906534155491837,1.4985639694199173,2.9973095750780665,0.42965527559781097,0.22317849363771824,
AG,1902.7336242138226,5.490686073036417,0.9024126270010353,1.8870400357091328,61.90663504010463,19.188555943055004,1532.8324875579237,1413.2628410235316,92.19943160750148,886.0676071148291,57.80589949045856,679.4711681886463,44.32781622936277,3.072310754524637,11.169282321657297,3.285344411652736,3.082238257507729,18.93566213353145,7.777578752775208,1.6420003894282416,0.18286142450315238,5.749924553814902,0.4623291271839275,0.26137997399205015,5.52708016146881,3.7587694495985806,0.48680413853244475,0.1691786910027428,2.0713743527058326,8.132376613834685,17.993496896725258,27.970931098999092,29.802067511990074,21.13160096703615,8.670466544953928,2.437193068847535,0.4103080764433922,1.656268799947048,3.2107710325892023,0.4060465252584921,0.2058618725938941,
AG,1785.0839090150573,5.482019848795764,0.924335782152762,1.8844563364298241,67.29531906615765,19.34730975486951,1798.7617310672274,1719.2845028390134,95.58155886599505,1098.2208056690267,61.05426787223447,756.8067320682419,42.073762132976846,2.650102072862243,11.293007978495714,3.772007257149407,2.5912085842028203,20.781282403556503,8.697658324395844,1.7173081901301264,0.18801319636089123,5.74991089653728,0.4458811387376795,0.2659882956746561,5.520712759523193,3.1255052588182597,0.4875431055718044,0.16759430511545656,2.1238523377338163,6.08700324271196,17.209874937493474,30.30320055724319,28.15150385284099,18.574381788917357,9.577122063923635,1.9394533832753145,0.5156091961907421,1.6357762014592017,3.3965792675654267,0.374536429375354,0.2130635382381609,
AG,1821.5949275044245,5.223239775147399,0.898850699654846,1.9134415490236296,60.952800160026044,18.534861458478577,1734.209662677446,1560.81058932383,90.00126241449347,992.9493204662475,57.25659024026156,728.4062060468249,42.00219971801095,3.029663197412792,11.492558095674319,3.6424629260360706,2.8717218847274673,19.801514076112415,8.489853529164215,1.7041807682347014,0.1605922420819905,5.749942688985723,0.4509256060673094,0.28549116302326843,5.282594133939666,3.838616904243577,0.4717293512849725,0.1735114651606177,2.059316355198147,7.451958881258421,18.026264771181538,29.19391969113421,29.736448806289925,20.336667042874513,9.39978176341541,2.1635254471573164,0.46220856857214815,1.6496178872191745,3.2691391836003483,0.4006628753111826,0.2109114053631243,
AG,2020.369914680332,5.143827434763003,0.8706929264853965,1.8836510716148829,60.60289557410988,18.21835088915988,1988.1405784918054,1758.665236878906,88.45779095827426,1166.2904812954623,58.66237498055621,870.902312388322,43.80486580325143,2.8804111566700445,11.65899418385915,3.8970182107201254,2.8618712274649503,20.54005354836997,8.809435427472621,1.7469361936765604,0.17285482689970627,5.74992772366795,0.4356127827199283,0.26646846410436287,5.396287142220946,3.4472959081119865,0.47786765540933973,0.1706405498267179,2.1137446795309063,6.4871279343029995,18.05199905030319,30.186999482758047,28.87354908196703,19.1913918578434,9.682157224123632,1.9821400761833305,0.5045052123286512,1.5994654664842831,3.2716902100508993,0.392489392223227,0.218909056014688,
AG,1863.7743118728024,5.208967968742246,0.9412902466965005,1.903534150038137,66.81039726234604,19.123664680555915,1708.9141109717739,1462.5602376013776,85.58418636789726,978.5186823479546,57.25967595829143,812.17555569659,47.525826516509156,3.0857784979852125,11.428407896631475,3.465152055348778,2.8776742680133593,20.051269769201316,8.163944311047063,1.6900267954711934,0.15206285016809168,5.750049190303574,0.43124791543041263,0.24618469275123048,5.7165425806588885,3.05575044879006,0.49564889143217505,0.1652445320536667,2.083475734211973,6.23554755506188,18.039572404230313,29.266471014853668,27.78796456547637,18.781343114193994,9.006621451282372,2.0852817247603856,0.47955151005550933,1.5403893142700011,3.16273769144055,0.4166463421604287,0.22422056904846488,
AG,2013.3778669210303,5.37576644901801,0.8976244424943102,1.8075298800139263,68.55985096972698,19.663997099303277,1729.035824355144,1564.4326483824252,90.48005983137402,1044.0942860298094,60.385925573243206,794.83113626551,45.969616422606386,2.7812789899408408,11.476401699180586,3.4825968994380814,3.084237050486038,18.512712880960258,7.8061626062485825,1.6274451316755765,0.18836831602284593,5.749951474790097,0.4421290395194809,0.2624040034730548,5.669061299196695,3.5426427827901286,0.47521372991641214,0.16943981273242986,2.100461775346923,7.512751449719731,18.00549978554672,27.74526125518844,29.132497900702603,20.452362438729054,8.680135461973547,2.35622618199082,0.4244074731208874,1.6179777427832183,3.158910323697188,0.3973700440096017,0.2116777974000298,
AG,1873.3026490165519,5.487865307575695,0.9218563786462605,1.8342483518372512,67.14480995141952,19.315334900122068,2150.8696373794023,1931.9495212566594,89.82178592704145,1319.0903754412386,61.32823452045215,960.2691761193545,44.645624236405915,3.094057479630752,11.366050994297444,3.840474797008531,2.9240130880234343,20.65970555212288,8.881436698997812,1.6996626859375183,0.18496867287960544,5.75002048162156,0.44087856756987526,0.23968316011516413,5.427480351561063,3.6049486597233185,0.4826445048957839,0.17280540239798675,2.0951156648755775,7.092063921312645,18.05173473972702,30.250200830752974,29.654075112490958,19.919271283410126,9.734803829080839,2.046191339152122,0.48871284951013866,1.642727169440968,3.318477520690059,0.3963369983023412,0.21252889749418644,
AG,1649.735076588575,5.3698201278431155,0.8858156656677674,1.8662706860247675,63.317181490748304,19.05828059131685,1993.5099137109805,1791.9654783151516,89.88997074909712,1207.517366864727,60.57242848704454,900.9977914573599,45.19655434168996,2.9508785080465585,11.737369418604487,3.806899316156529,3.0335850231871127,19.774938548989173,8.625875283914246,1.7769750595283187,0.1810698401409563,5.749946559888091,0.44588865520901466,0.2394009273424999,5.565039322331777,3.7794807190931663,0.4835955302304171,0.1736629458186484,2.1287255018869256,6.946823170391082,18.386498320209533,29.331784425033792,29.681871585515683,20.197043773231268,9.484827812284408,2.129405422318029,0.46961465840141403,1.6143297689745977,3.209619090204064,0.3989056947527955,0.21578086738544103,
AG,1957.279611451669,5.206999124550769,0.9846399708436409,1.9549886450357015,61.80405967019877,18.87608046000159,1711.8482078165493,1490.7161359763836,87.08226168474259,1006.6695570132973,58.80600583724053,772.3595466296046,45.11845986711309,3.389134791172668,11.550692031561287,3.699356606896583,3.2805218162743452,19.32365731624888,9.097949936013434,1.7187420656490102,0.1836315233963084,5.750018117305501,0.4323524162036482,0.25856861576311446,5.167808673901664,3.72667686458222,0.5024170096158815,0.17017214853715013,2.0833847348441745,7.8149507386871075,18.90639717202049,28.773032040450964,30.470606194181524,20.511563077664178,9.959043116517345,2.0595917537142894,0.4855331150926341,1.6116558811784016,3.1335234151489706,0.423796241156149,0.21962727426957243,
AG,1950.610617104786,5.183092725743772,0.9037473315251838,1.8911978923722943,63.02400606127039,19.845163296210576,2032.8429497463162,1838.8787833769347,90.45847755265173,1244.009582632215,61.19555781657693,913.5089146672026,44.9375056140565,3.0176105122056898,11.436630746681132,3.638829691140564,2.811038243384493,19.966787791453932,7.439143734298986,1.6346881518451115,0.19885088083776045,5.749976013456798,0.430000091457506,0.22723749245644123,5.67019268307796,3.7072471319869438,0.49680710097991276,0.16911299636657395,2.1248661130903694,7.980515060935248,17.960937484088983,29.355593496051295,29.383003455515144,21.11750914093563,8.265494314579506,2.554899723745071,0.3914047939753038,1.6359392977980465,3.2703525082474716,0.4001980642283116,0.20379713168178792,
AG,1617.3787794746768,5.542051734751953,0.899031039951212,1.889402137042744,65.38479453233752,20.74159714524228,2053.549032610732,1880.8222886130252,91.58886682252167,1264.8803767978234,61.59484661487469,905.9433129674474,44.1159815802254,2.8974374422287688,11.551891358427895,3.7688334767703813,2.848880512196173,19.726616576579215,8.23194264088325,1.6806605438496203,0.17743643229308978,5.750070984651121,0.42857907853772326,0.24196490823869174,5.843169885619355,3.3013744817570254,0.485184546861399,0.16551996695592847,2.1170451665942616,7.158496410553778,17.960830292007323,29.245521038000717,29.168753082989635,20.10074648837404,9.068006594615595,2.2166665053275842,0.4511278523840092,1.6240203046721011,3.252314796771119,0.3961641478144696,0.21179145953765305,
AG,1609.023220979378,5.706179061170161,0.8398868144779928,1.8275040022635238,63.86385923354402,20.0776112029983,1796.417118471898,1637.1849556454342,91.1361252801959,1104.21363230848,61.467552327032315,826.0063735372132,45.98076721957795,2.980298794742237,11.765378354319816,3.943231785982243,2.7533129559690983,21.187613574254566,8.523889269131725,1.7427300855899623,0.19117205912571383,5.749985410475566,0.4538647219063721,0.28884525130888267,5.051127066613929,3.828845194517069,0.47491819462236134,0.1750822042351381,2.0939642288440212,6.851833836656649,18.165080358779225,30.880830770712375,29.010181858803747,19.56850041222163,9.44168144658212,2.072565201752852,0.48249386757736723,1.5970301967193368,3.297040885402451,0.39549462420702663,0.21619887039276556,
AG,1710.2824213295232,5.366467954171424,0.9519778757697188,1.904886437566929,64.90436385191508,18.718431014689205,1991.0804830935424,1757.830746372701,88.28526829018779,1251.6831204950045,62.86451658399383,922.8416310843606,46.348785944129254,3.2583713459815904,11.960291569091897,3.8334641516360177,2.8697142328922696,19.85755053961585,8.27856673379109,1.7101728815612982,0.18466219815948448,5.749985899809087,0.4454823465067156,0.24231730769342727,5.280543435087646,3.402091286864719,0.48786765242448543,0.16770836261878788,2.0418346924096027,6.9298877820252045,18.760906998549725,29.441000591060956,28.49860482855849,19.364530077948473,9.13407475061002,2.120031925144384,0.4716910099983024,1.5190419541422768,3.0883157953982905,0.431376374968458,0.22752343722638124,
